warehouse_id,sku_id,revenue,on_hand,inventory_turnover
WH_A,SKU0055,8709.84,111.35,0.6152057442033303
WH_A,SKU0056,13085.439999999999,115.33333333333333,0.8923472970686798
WH_A,SKU0057,11237.82,148.71666666666667,0.5943234345449897
WH_A,SKU0058,12601.64,102.56666666666666,0.966320634135982
WH_A,SKU0059,21363.98,150.53333333333333,1.1162202841481734
WH_A,SKU0060,7584.82,168.0,0.35508834939407036
WH_A,SKU0061,23923.48,101.58333333333333,1.8522615885224505
WH_A,SKU0062,12000.63,103.45,0.9123762612896688
WH_A,SKU0063,12062.0,110.23333333333333,0.8606108361252981
WH_A,SKU0064,11130.11,96.65,0.9057284805275763
WH_A,SKU0065,11611.84,101.56666666666666,0.8991875180505408
WH_A,SKU0066,12868.56,108.08333333333333,0.9364220853182118
WH_A,SKU0067,10928.49,155.9,0.551333612179535
WH_A,SKU0068,18958.93,156.01666666666668,0.9557476841117509
WH_A,SKU0069,21385.350000000002,157.05,1.0709738033409577
WH_A,SKU0070,12459.1,172.61666666666667,0.5676810170223516
WH_A,SKU0071,12193.55,149.58333333333334,0.6411318950433608
WH_A,SKU0072,13305.34,117.93333333333334,0.8873395296378981
WH_A,SKU0073,19102.02,109.61666666666666,1.3705760234389397
WH_A,SKU0074,11667.94,152.85,0.6003840833690671
WH_A,SKU0075,11434.67,118.08333333333333,0.7616149449386185
WH_A,SKU0076,7026.5,139.45,0.3962971582482536
WH_A,SKU0077,13150.58,105.86666666666666,0.9769809480452744
WH_A,SKU0078,11535.08,103.11666666666666,0.8798166396117039
WH_A,SKU0079,14023.11,158.66666666666666,0.6951188550357369
WH_A,SKU0080,17619.65,164.13333333333333,0.8443080185063506
WH_A,SKU0081,14421.31,109.3,1.037731444821428
WH_A,SKU0082,20344.6,156.71666666666667,1.0210203448197126
WH_A,SKU0083,13651.59,112.8,0.9518632573878436
WH_A,SKU0084,8872.36,107.66666666666667,0.6481243134804895
WH_A,SKU0085,19237.25,159.95,0.9459303733285143
WH_A,SKU0086,14236.039999999999,163.15,0.6862819041857156
WH_A,SKU0087,20938.87,110.35,1.4923865598162693
WH_A,SKU0088,10898.119999999999,92.03333333333333,0.9313370063844773
WH_A,SKU0089,11077.33,155.3,0.5610015538883267
WH_A,SKU0090,14783.31,147.38333333333333,0.7889032323308142
WH_A,SKU0091,11373.41,161.96666666666667,0.5522878347175816
WH_A,SKU0092,14808.15,106.96666666666667,1.088811674254224
WH_A,SKU0093,15806.76,116.68333333333334,1.0654533963865727
WH_A,SKU0094,17522.4,134.31666666666666,1.0260395721178017
WH_A,SKU0095,14303.41,145.36666666666667,0.7738827777412919
WH_A,SKU0096,10729.53,146.85,0.5746549786615025
WH_A,SKU0097,14839.76,106.95,1.0913059284284425
WH_A,SKU0098,11160.75,115.03333333333333,0.7630800537742981
WH_A,SKU0099,11713.8,120.21666666666667,0.7663612709343224
WH_A,SKU0100,8273.86,92.76666666666667,0.7014821793155462
WH_B,SKU0001,10214.82,106.06666666666666,0.7574469543800714
WH_B,SKU0002,17764.85,138.11666666666667,1.0116164491775126
WH_B,SKU0003,14777.79,163.16666666666666,0.7123254734739312
WH_B,SKU0004,12942.12,164.88333333333333,0.6173466413729719
WH_B,SKU0005,18488.7,118.81666666666666,1.223853509016977
WH_B,SKU0006,7258.5599999999995,113.08333333333333,0.5048383000024629
WH_B,SKU0007,6085.53,116.8,0.40978493760636137
WH_B,SKU0008,5032.32,151.78333333333333,0.260762171867611
WH_B,SKU0009,11380.53,163.36666666666667,0.5478976860774486
WH_B,SKU0010,15549.67,154.51666666666668,0.7914915308419593
WH_B,SKU0011,13506.45,150.06666666666666,0.7078763540679917
WH_B,SKU0012,9110.32,111.35,0.6434930142839
WH_B,SKU0013,11149.4,169.43333333333334,0.5175508995863309
WH_B,SKU0014,19246.18,165.56666666666666,0.9142649362111189
WH_B,SKU0015,14341.65,106.26666666666667,1.0614572010762637
WH_B,SKU0016,10764.32,112.83333333333333,0.7503253297222237
WH_B,SKU0017,12890.24,146.36666666666667,0.6926586262031996
WH_B,SKU0018,11594.09,108.43333333333334,0.8409579583811987
WH_B,SKU0019,12900.35,120.48333333333333,0.8421218678908071
WH_B,SKU0020,12130.81,146.15,0.6528169273779197
WH_B,SKU0021,11893.83,122.63333333333334,0.7628051558357685
WH_B,SKU0022,16976.04,112.23333333333333,1.1896383455524326
WH_B,SKU0023,11324.63,161.96666666666667,0.5499190991688303
WH_B,SKU0024,18742.03,129.35,1.139595227484411
WH_B,SKU0025,14788.59,108.8,1.0690506932061705
WH_B,SKU0026,11760.91,158.43333333333334,0.5838412732199352
WH_B,SKU0027,16818.73,150.71666666666667,0.8776722038602032
WH_B,SKU0028,14318.84,145.46666666666667,0.7741850404385926
WH_B,SKU0029,13059.69,117.15,0.8767807402436913
WH_B,SKU0030,18045.91,116.33333333333333,1.22004272883332
WH_B,SKU0031,15510.15,115.15,1.0593817370776992
WH_B,SKU0032,12960.98,112.6,0.9053153333221026
WH_B,SKU0033,17437.36,107.9,1.2710414548482505
WH_B,SKU0034,19146.92,103.0,1.4620496600415867
WH_B,SKU0035,8761.77,159.58333333333334,0.4318219780575536
WH_B,SKU0036,13019.53,109.51666666666667,0.9350084073999837
WH_B,SKU0037,11791.7,107.2,0.8651313745454664
WH_B,SKU0038,15414.77,113.3,1.0700586089098618
WH_B,SKU0039,14933.22,103.65,1.1331426417882287
WH_B,SKU0040,13165.03,106.85,0.9690534961258294
WH_B,SKU0041,15624.06,114.16666666666667,1.0763536877054662
WH_B,SKU0042,9858.75,149.15,0.5198751064097552
WH_B,SKU0043,10935.06,150.41666666666666,0.5717756236518111
WH_B,SKU0044,23312.87,163.28333333333333,1.1229342039064965
WH_B,SKU0045,12440.61,152.25,0.6426652247577793
WH_B,SKU0046,13476.82,149.21666666666667,0.7103469496618088
WH_B,SKU0047,18950.09,151.11666666666667,0.9862779815428215
WH_B,SKU0048,13472.25,151.26666666666668,0.7004825527638342
WH_B,SKU0049,21370.86,109.03333333333333,1.5415695950976587
WH_B,SKU0050,16602.67,153.2,0.852353201326711
WH_B,SKU0051,14899.17,156.76666666666668,0.7474958357871895
WH_B,SKU0052,14718.5,169.25,0.6839672402602022
WH_B,SKU0053,15829.44,146.1,0.8521494366845308
WH_B,SKU0054,9708.73,114.7,0.6657319982967452
WH_B,SKU0055,18268.74,119.75,1.1998680773373347
WH_B,SKU0056,19387.3,102.26666666666667,1.4910206429061013
WH_B,SKU0057,13268.82,131.36666666666667,0.7944152063297009
WH_B,SKU0058,19323.27,111.1,1.367939812429181
WH_B,SKU0059,11146.94,175.05,0.5008341965774284
WH_B,SKU0060,19350.88,155.3,0.9800081562169354
WH_B,SKU0061,19464.55,100.38333333333334,1.525046834218647
WH_B,SKU0062,14960.4,103.16666666666667,1.1405234865046152
WH_B,SKU0063,17418.69,123.81666666666666,1.1064627771190008
WH_B,SKU0064,13666.04,112.4,0.9562617893950229
WH_B,SKU0065,18411.39,119.25,1.2143073283080614
WH_B,SKU0066,10617.27,118.41666666666667,0.7051807622407152
WH_B,SKU0067,15548.89,165.48333333333332,0.7390019034138068
WH_B,SKU0068,14043.24,144.93333333333334,0.7620780685494869
WH_B,SKU0069,18152.82,142.7,1.0005079740300231
WH_B,SKU0070,11689.17,153.76666666666668,0.5978908416187699
WH_B,SKU0071,14940.61,138.85,0.8462971364692342
WH_B,SKU0072,15242.52,114.83333333333333,1.0439729071615644
WH_B,SKU0073,11903.39,104.93333333333334,0.8921905524603337
WH_B,SKU0074,13318.19,163.95,0.6389019467767397
WH_B,SKU0075,11116.81,108.85,0.8032526663640418
WH_B,SKU0076,18784.13,162.76666666666668,0.9076659459590376
WH_B,SKU0077,19954.03,126.28333333333333,1.2427535433850279
WH_B,SKU0078,8970.23,111.73333333333333,0.6314242390784378
WH_B,SKU0079,13411.55,152.75,0.690554850716185
WH_B,SKU0080,11330.93,153.86666666666667,0.579190509895409
WH_B,SKU0081,16911.71,105.63333333333334,1.2591775281125388
WH_B,SKU0082,7355.15,145.06666666666666,0.39877169862722023
WH_B,SKU0083,18865.79,101.13333333333334,1.4671722368169478
WH_B,SKU0084,10333.71,106.86666666666666,0.7605266419497806
WH_B,SKU0085,16847.08,141.28333333333333,0.9378516169459208
WH_B,SKU0086,14410.59,156.08333333333334,0.7261488550289945
WH_B,SKU0087,7605.57,109.01666666666667,0.5487054770223301
WH_B,SKU0088,19057.75,105.66666666666667,1.4185153645775987
WH_B,SKU0089,20752.81,142.75,1.143407980737885
WH_B,SKU0090,11852.21,142.91666666666666,0.6522542019587596
WH_B,SKU0091,10994.52,148.26666666666668,0.5832210304899842
WH_B,SKU0092,13569.17,113.06666666666666,0.9438850789841473
WH_B,SKU0093,10540.4,111.88333333333334,0.740955492446716
WH_B,SKU0094,16990.98,148.38333333333333,0.900603710270008
WH_B,SKU0095,9912.43,153.31666666666666,0.5085002737656875
WH_B,SKU0096,13783.44,156.81666666666666,0.6912988398805675
WH_B,SKU0097,13860.38,99.63333333333334,1.0941349803430873
WH_B,SKU0098,17887.99,121.16666666666667,1.1611245540148643
WH_B,SKU0099,13713.89,112.48333333333333,0.9588990977960787
WH_B,SKU0100,10114.91,114.9,0.6923766614752577
WH_C,SKU0001,16471.94,101.35,1.2782665512625646
WH_C,SKU0002,16846.399999999998,162.51666666666668,0.8152853311039975
WH_C,SKU0003,10731.17,155.75,0.5419003676847981
WH_C,SKU0004,11024.76,159.66666666666666,0.5430693735982429
WH_C,SKU0005,8366.56,115.98333333333333,0.5673509284700126
WH_C,SKU0006,19380.34,115.58333333333333,1.318762541892077
WH_C,SKU0007,22346.88,106.01666666666667,1.6578421523596345
WH_C,SKU0008,14672.36,152.35,0.7574569274317727
WH_C,SKU0009,17753.54,154.26666666666668,0.9051348643531044
WH_C,SKU0010,9840.95,159.3,0.4858717801210157
WH_C,SKU0011,19542.32,163.16666666666666,0.9419874248300371
WH_C,SKU0012,16674.41,102.3,1.2819623436052556
WH_C,SKU0013,10266.68,161.08333333333334,0.5012793841101044
WH_C,SKU0014,15948.25,164.98333333333332,0.7602796868710084
WH_C,SKU0015,8083.62,110.5,0.5753657922819364
WH_C,SKU0016,17561.559999999998,101.58333333333333,1.3596936157503976
WH_C,SKU0017,22322.12,150.21666666666667,1.168739558575959
WH_C,SKU0018,13338.05,115.05,0.911813765190556
WH_C,SKU0019,17934.4,113.5,1.242771875532318
WH_C,SKU0020,22172.5,136.81666666666666,1.2746063694970087
WH_C,SKU0021,11721.7,110.5,0.8343124995226364
WH_C,SKU0022,18292.13,109.18333333333334,1.3176751518628953
WH_C,SKU0023,12473.23,156.0,0.6288611395714517
WH_C,SKU0024,13215.86,143.41666666666666,0.7247633625229963
WH_C,SKU0025,16240.75,102.7,1.243758505417132
WH_C,SKU0026,15963.39,154.81666666666666,0.8109756932166188
WH_C,SKU0027,11356.96,160.98333333333332,0.5548576863457645
WH_C,SKU0028,15150.36,159.15,0.7487153478047645
WH_C,SKU0029,7695.6,114.18333333333334,0.5300785065575703
WH_C,SKU0030,8790.18,103.38333333333334,0.668725160624634
WH_C,SKU0031,13280.78,114.03333333333333,0.915993072547868
WH_C,SKU0032,13163.449999999999,118.41666666666667,0.8742936465510948
WH_C,SKU0033,17040.37,102.03333333333333,1.3135220621892996
WH_C,SKU0034,20914.27,115.2,1.4278765374890645
WH_C,SKU0035,10027.52,142.41666666666666,0.5537747456830685
WH_C,SKU0036,18312.3,104.8,1.374301555358429
WH_C,SKU0037,16559.4,112.21666666666667,1.1606136096399087
WH_C,SKU0038,15994.59,115.63333333333334,1.0879037981974478
WH_C,SKU0039,12120.37,124.0,0.7687667985082733
WH_C,SKU0040,9006.140000000001,118.78333333333333,0.5963258164841682
WH_C,SKU0041,14038.69,105.66666666666667,1.0449343423825945
WH_C,SKU0042,8792.6,149.83333333333334,0.46153995259428954
WH_C,SKU0043,11951.71,162.03333333333333,0.5801310445899739
WH_C,SKU0044,15278.57,153.91666666666666,0.78072391899323
WH_C,SKU0045,13523.54,151.48333333333332,0.7021436345672297
WH_C,SKU0046,15674.699999999999,140.21666666666667,0.8792249934957016
WH_C,SKU0047,13771.23,139.73333333333332,0.7751274884175662
WH_C,SKU0048,12582.87,126.46666666666667,0.782535527783037
WH_C,SKU0049,7072.1900000000005,114.56666666666666,0.48550764015432357
WH_C,SKU0050,16723.39,161.78333333333333,0.8130007847410204
WH_C,SKU0051,8151.74,147.9,0.43349348169929514
WH_C,SKU0052,13134.57,168.6,0.6127152860245391
WH_C,SKU0053,9113.47,148.78333333333333,0.48175908135393714
WH_C,SKU0054,12620.47,113.46666666666667,0.8747977517977025
WH_C,SKU0055,15372.99,109.15,1.1077328392473065
WH_C,SKU0056,12539.92,103.66666666666667,0.9513844695367972
WH_C,SKU0057,18878.77,155.23333333333332,0.9565091710296629
WH_C,SKU0058,13950.77,119.48333333333333,0.9183141470746966
WH_C,SKU0059,12767.18,158.41666666666666,0.6338617374129604
WH_C,SKU0060,23724.35,145.96666666666667,1.2783243397339106
WH_C,SKU0061,10806.68,108.2,0.7855348497271936
WH_C,SKU0062,11808.32,111.9,0.8299624679419171
WH_C,SKU0063,12114.39,116.9,0.8150560319162601
WH_C,SKU0064,15376.38,91.31666666666666,1.324355194650408
WH_C,SKU0065,18634.1,112.81666666666666,1.2990790654801003
WH_C,SKU0066,16022.55,127.76666666666667,0.9863124090159906
WH_C,SKU0067,10102.92,156.36666666666667,0.5081631423015591
WH_C,SKU0068,10408.99,148.83333333333334,0.5500584097616847
WH_C,SKU0069,22789.15,163.7,1.094913659206375
WH_C,SKU0070,11910.0,143.16666666666666,0.6542899871355459
WH_C,SKU0071,13355.42,143.95,0.7297032946834235
WH_C,SKU0072,14024.58,99.2,1.1119329965817009
WH_C,SKU0073,14239.41,117.95,0.9494989217600704
WH_C,SKU0074,13835.79,146.7,0.7417785555658186
WH_C,SKU0075,11656.94,127.18333333333334,0.7208664012931932
WH_C,SKU0076,15646.15,132.95,0.9255919609586718
WH_C,SKU0077,10908.27,110.23333333333333,0.7782934310545934
WH_C,SKU0078,14886.27,117.28333333333333,0.998274591103733
WH_C,SKU0079,8007.4400000000005,148.11666666666667,0.42519699788204246
WH_C,SKU0080,17538.760000000002,153.61666666666667,0.8979682354239901
WH_C,SKU0081,15437.09,113.45,1.0701911668251463
WH_C,SKU0082,16364.98,144.96666666666667,0.8878666678255756
WH_C,SKU0083,14513.300000000001,98.1,1.1635835993850727
WH_C,SKU0084,25236.25,106.33333333333333,1.8666195875890825
WH_C,SKU0085,13793.91,145.61666666666667,0.7450350917668621
WH_C,SKU0086,16348.03,160.93333333333334,0.7989504495082833
WH_C,SKU0087,15695.619999999999,109.5,1.1273656098788494
WH_C,SKU0088,13114.42,114.91666666666667,0.8975662090241026
WH_C,SKU0089,13707.55,160.96666666666667,0.6697678767156928
WH_C,SKU0090,7187.05,156.03333333333333,0.36227111348936447
WH_C,SKU0091,20100.510000000002,144.5,1.0940562607468436
WH_C,SKU0092,14020.6,127.45,0.8652212666805268
WH_C,SKU0093,15754.45,91.51666666666667,1.3539526575345426
WH_C,SKU0094,15938.98,154.58333333333334,0.8109578533930849
WH_C,SKU0095,12920.06,166.46666666666667,0.6104325358803883
WH_C,SKU0096,10353.36,150.43333333333334,0.541299545697085
WH_C,SKU0097,12533.35,110.48333333333333,0.8922176807042773
WH_C,SKU0098,22245.44,109.76666666666667,1.5939362599256666
WH_C,SKU0099,10175.69,119.55,0.6694447091076055
WH_C,SKU0100,16513.65,97.88333333333334,1.3268894813957166
