warehouse_id,sku_id,mean_lead_time,lead_time_variance
WH_B,SKU0049,3.8867924528301887,2.1984293113186566
WH_B,SKU0050,3.0517241379310347,1.6798330513654536
WH_B,SKU0051,2.9183673469387754,1.6436333570005504
WH_B,SKU0052,2.7291666666666665,1.5943995512662483
WH_B,SKU0053,3.1153846153846154,1.477329946470681
WH_B,SKU0054,2.769230769230769,1.6774281451633732
WH_B,SKU0055,3.217391304347826,1.8963478757075352
WH_B,SKU0056,2.9615384615384617,1.7030714866639578
WH_B,SKU0057,3.0943396226415096,1.5598835131977031
WH_B,SKU0058,3.421875,2.166151495530103
WH_B,SKU0059,3.225,1.8877133093935472
WH_B,SKU0060,3.189655172413793,1.3949394321470525
WH_B,SKU0061,3.0327868852459017,1.570214561928338
WH_B,SKU0062,3.5454545454545454,2.0283404312054176
WH_B,SKU0063,2.7954545454545454,1.3738343127233603
WH_B,SKU0064,2.8780487804878048,1.3999128892759634
WH_B,SKU0065,3.382978723404255,1.8362673799972087
WH_B,SKU0066,3.0697674418604652,1.7237189699850022
WH_B,SKU0067,2.977272727272727,1.5919658224044941
WH_B,SKU0068,2.6842105263157894,1.416223817207839
WH_B,SKU0069,3.5555555555555554,1.816034085026985
WH_B,SKU0070,3.0980392156862746,1.603183108204229
WH_B,SKU0071,3.1176470588235294,1.750966119872448
WH_B,SKU0072,3.036363636363636,1.9716850883297992
WH_B,SKU0073,3.2,2.0845753873282074
WH_B,SKU0074,3.183673469387755,1.8105416936623682
WH_B,SKU0075,2.8055555555555554,1.430673057279474
WH_B,SKU0076,3.2127659574468086,1.8758901679720406
WH_B,SKU0077,3.3773584905660377,1.9633802787572923
WH_B,SKU0078,3.4358974358974357,1.698216894505153
WH_B,SKU0079,3.4375,1.6230553011645348
WH_B,SKU0080,3.4878048780487805,2.5702329779565916
WH_B,SKU0081,3.183673469387755,1.8447387957349943
WH_B,SKU0082,3.1515151515151514,1.660595001069122
WH_B,SKU0083,3.262295081967213,1.8064849786649422
WH_B,SKU0084,3.261904761904762,1.7538740924513063
WH_B,SKU0085,2.8260869565217392,1.6371295723659067
WH_B,SKU0086,3.3255813953488373,1.7957745408459236
WH_B,SKU0087,3.2972972972972974,2.066463227417868
WH_B,SKU0088,3.235294117647059,1.7156717086216424
WH_B,SKU0089,3.372549019607843,1.8969531814330634
WH_B,SKU0090,3.28,1.873989523635038
WH_B,SKU0091,3.625,1.8794302499736795
WH_B,SKU0092,3.5238095238095237,1.7563556398308462
WH_B,SKU0093,2.9210526315789473,1.4590181620374199
WH_B,SKU0094,2.8703703703703702,1.7595700192633499
WH_B,SKU0095,3.236842105263158,1.6835324915400725
WH_B,SKU0096,3.411764705882353,2.1276886105653268
WH_B,SKU0097,3.0476190476190474,1.8472442356033494
WH_B,SKU0098,3.2363636363636363,1.7946797544061788
WH_B,SKU0099,3.1666666666666665,1.969100934580561
WH_B,SKU0100,3.1333333333333333,1.9493588689617924
WH_C,SKU0001,3.272727272727273,1.8919686716606736
WH_C,SKU0002,2.608695652173913,1.5416911474750377
WH_C,SKU0003,3.0625,1.4790199457749038
WH_C,SKU0004,3.135135135135135,1.6014257911512992
WH_C,SKU0005,3.1739130434782608,1.402989467758157
WH_C,SKU0006,3.4074074074074074,1.81730173732168
WH_C,SKU0007,2.9324324324324325,2.002266394501533
WH_C,SKU0008,3.240740740740741,1.9224118615631478
WH_C,SKU0009,3.1538461538461537,2.052111446201686
WH_C,SKU0010,3.3333333333333335,2.074099031496045
WH_C,SKU0011,3.119047619047619,1.6849749357965196
WH_C,SKU0012,3.466666666666667,1.9612056709116
WH_C,SKU0013,2.9,1.6916082470650413
WH_C,SKU0014,3.450980392156863,1.9423050789224239
WH_C,SKU0015,3.1951219512195124,1.9133676096756989
WH_C,SKU0016,3.36734693877551,1.7162686943752474
WH_C,SKU0017,3.066666666666667,1.572490786213793
WH_C,SKU0018,3.152173913043478,1.7252039016926255
WH_C,SKU0019,3.2181818181818183,1.6632287775077623
WH_C,SKU0020,3.0689655172413794,1.725577136766256
WH_C,SKU0021,3.0555555555555554,1.8507827601846807
WH_C,SKU0022,3.215686274509804,1.8145382386733666
WH_C,SKU0023,3.1315789473684212,1.630305105445636
WH_C,SKU0024,3.292682926829268,1.584990574719995
WH_C,SKU0025,2.630434782608696,1.7808698954558873
WH_C,SKU0026,3.423076923076923,1.9234991994896715
WH_C,SKU0027,3.116279069767442,1.546259731856527
WH_C,SKU0028,3.2586206896551726,1.8118551588792666
WH_C,SKU0029,3.9444444444444446,2.041630223192723
WH_C,SKU0030,2.8536585365853657,1.8105382571179778
WH_C,SKU0031,2.9574468085106385,1.8761367198779453
WH_C,SKU0032,3.7555555555555555,1.9674112612026673
WH_C,SKU0033,3.3469387755102042,1.9953176481469816
WH_C,SKU0034,3.1176470588235294,1.6886752890305066
WH_C,SKU0035,2.9393939393939394,2.1351140768614965
WH_C,SKU0036,3.1363636363636362,1.7861340491233102
WH_C,SKU0037,2.953488372093023,1.4467284665112365
WH_C,SKU0038,2.8,1.4452988925785863
WH_C,SKU0039,3.74,1.804868698938558
WH_C,SKU0040,3.1944444444444446,2.053838836971871
WH_C,SKU0041,3.1707317073170733,2.060369372520256
WH_C,SKU0042,2.9285714285714284,1.6732159358386025
WH_C,SKU0043,2.8363636363636364,1.7926148536336557
WH_C,SKU0044,3.1346153846153846,1.9506544518050621
WH_C,SKU0045,3.6744186046511627,1.9483928692589079
WH_C,SKU0046,3.2,1.702339326830426
WH_C,SKU0047,3.235294117647059,1.954928868417061
WH_C,SKU0048,2.9375,1.8612081411494126
WH_C,SKU0049,3.2,1.9822743918806704
WH_C,SKU0050,3.325,1.7303845726400733
WH_C,SKU0051,3.707317073170732,1.9905263429432978
WH_C,SKU0052,3.1346153846153846,1.726708828547014
WH_C,SKU0053,3.4782608695652173,1.8943087913805
WH_C,SKU0054,3.261904761904762,1.8220803415865845
WH_C,SKU0055,2.975,1.6561849890482399
WH_C,SKU0056,3.5106382978723403,2.03098113391717
WH_C,SKU0057,3.42,2.1293862294768684
WH_C,SKU0058,3.225,1.6561849890482396
WH_C,SKU0059,3.0,1.5974116995724783
WH_C,SKU0060,3.327272727272727,2.143504792299937
WH_C,SKU0061,3.3666666666666667,2.0758601596203077
WH_C,SKU0062,3.130434782608696,1.6547399346144183
WH_C,SKU0063,2.893617021276596,2.013368824644855
WH_C,SKU0064,2.9130434782608696,1.8598218189029918
WH_C,SKU0065,3.0,1.8014669075139642
WH_C,SKU0066,3.4146341463414633,2.1210328823016575
WH_C,SKU0067,2.975,1.671595276743378
WH_C,SKU0068,2.8863636363636362,1.9073408872150472
WH_C,SKU0069,3.0357142857142856,2.088620995378928
WH_C,SKU0070,3.061224489795918,1.9408778433278813
WH_C,SKU0071,3.58974358974359,1.9962853492628532
WH_C,SKU0072,3.803921568627451,1.9289334653443826
WH_C,SKU0073,3.125,1.8057237601228882
WH_C,SKU0074,3.297872340425532,1.875643583657079
WH_C,SKU0075,3.18,1.5608736433844492
WH_C,SKU0076,3.148936170212766,1.817532051081013
WH_C,SKU0077,3.3333333333333335,2.0568833780186058
WH_C,SKU0078,3.6538461538461537,1.898240830447252
WH_C,SKU0079,3.0,1.7795130420052183
WH_C,SKU0080,3.09375,1.7522661064851157
WH_C,SKU0081,3.641509433962264,2.0670895520647967
WH_C,SKU0082,3.5,1.7606816861659011
WH_C,SKU0083,3.347826086956522,2.078646902881753
WH_C,SKU0084,3.377049180327869,1.733627549641017
WH_C,SKU0085,3.075,1.6233472857821922
WH_C,SKU0086,3.0454545454545454,1.8294051066938297
WH_C,SKU0087,3.3947368421052633,1.9247951619231412
WH_C,SKU0088,3.5319148936170213,1.9093712125676487
WH_C,SKU0089,3.3137254901960786,1.6551760761735455
WH_C,SKU0090,2.6129032258064515,1.8014331212461319
WH_C,SKU0091,3.1578947368421053,1.9066563261019698
WH_C,SKU0092,2.82,1.5868078597213555
WH_C,SKU0093,3.326923076923077,2.0743168386020483
WH_C,SKU0094,3.522727272727273,2.0515296206380205
WH_C,SKU0095,3.04,1.937387258075964
WH_C,SKU0096,3.25,1.5972733176516947
WH_C,SKU0097,2.872340425531915,1.6367653848580073
WH_C,SKU0098,2.732142857142857,1.6123508689721742
WH_C,SKU0099,3.347826086956522,1.8763722836526615
WH_C,SKU0100,3.7962962962962963,2.374229802659187
