shipment_id,order_id,sku_id,warehouse_id,region,ship_date,delivery_date,lead_time_days,qty_shipped,on_time
500270,100235,SKU0064,WH_C,West,2025-01-02,2025-01-05,3,1,1
500271,100236,SKU0075,WH_B,Central,2025-01-03,2025-01-07,5,11,0
500272,100237,SKU0038,WH_C,West,2025-01-02,2025-01-03,1,1,1
500273,100237,SKU0038,WH_C,West,2025-01-02,2025-01-05,3,0,1
500274,100238,SKU0045,WH_A,East,2025-01-02,2025-01-08,6,1,0
500275,100239,SKU0023,WH_C,West,2025-01-04,2025-01-05,3,2,1
500276,100240,SKU0040,WH_B,Central,2025-01-04,2025-01-05,3,2,1
500277,100241,SKU0073,WH_B,Central,2025-01-02,2025-01-04,2,2,1
500278,100242,SKU0076,WH_C,West,2025-01-02,2025-01-03,1,8,1
500279,100243,SKU0077,WH_C,West,2025-01-02,2025-01-04,2,1,1
500280,100244,SKU0098,WH_C,West,2025-01-02,2025-01-04,2,1,1
500281,100245,SKU0003,WH_B,Central,2025-01-02,2025-01-04,2,1,1
500282,100246,SKU0062,WH_B,Central,2025-01-02,2025-01-06,4,1,0
500283,100247,SKU0084,WH_A,East,2025-01-06,2025-01-11,9,1,0
500284,100248,SKU0083,WH_B,Central,2025-01-02,2025-01-04,2,9,1
500285,100249,SKU0029,WH_C,West,2025-01-02,2025-01-06,4,1,0
500286,100250,SKU0041,WH_A,East,2025-01-02,2025-01-04,2,2,1
500287,100251,SKU0078,WH_B,Central,2025-01-03,2025-01-04,2,4,1
500288,100252,SKU0029,WH_C,West,2025-01-03,2025-01-04,2,1,1
500289,100253,SKU0020,WH_C,West,2025-01-02,2025-01-03,1,1,1
500290,100254,SKU0003,WH_B,Central,2025-01-02,2025-01-03,1,1,1
500291,100255,SKU0055,WH_A,East,2025-01-03,2025-01-09,7,1,0
500292,100256,SKU0047,WH_A,East,2025-01-03,2025-01-04,2,1,1
500293,100257,SKU0003,WH_B,Central,2025-01-02,2025-01-04,2,2,1
500294,100258,SKU0077,WH_B,Central,2025-01-04,2025-01-05,3,1,1
500295,100259,SKU0027,WH_B,Central,2025-01-02,2025-01-04,2,1,1
500296,100260,SKU0082,WH_C,West,2025-01-05,2025-01-07,5,8,1
500297,100261,SKU0044,WH_A,East,2025-01-03,2025-01-04,2,7,1
500298,100262,SKU0072,WH_C,West,2025-01-02,2025-01-04,2,1,1
500299,100262,SKU0072,WH_C,West,2025-01-03,2025-01-08,6,0,0
500300,100263,SKU0022,WH_A,East,2025-01-03,2025-01-04,2,1,1
500301,100263,SKU0022,WH_A,East,2025-01-03,2025-01-06,4,0,1
500302,100264,SKU0009,WH_B,Central,2025-01-03,2025-01-09,7,1,0
500303,100265,SKU0082,WH_C,West,2025-01-02,2025-01-05,3,1,1
500304,100266,SKU0064,WH_A,East,2025-01-02,2025-01-03,1,1,1
500305,100266,SKU0064,WH_A,East,2025-01-02,2025-01-05,3,0,1
500306,100267,SKU0085,WH_B,Central,2025-01-04,2025-01-05,3,7,1
500307,100268,SKU0017,WH_B,Central,2025-01-04,2025-01-05,3,1,1
500308,100269,SKU0096,WH_C,West,2025-01-02,2025-01-05,3,2,1
500309,100270,SKU0096,WH_C,West,2025-01-03,2025-01-04,2,5,1
500310,100271,SKU0087,WH_B,Central,2025-01-04,2025-01-06,4,1,1
500311,100271,SKU0087,WH_B,Central,2025-01-05,2025-01-09,7,0,0
500312,100272,SKU0091,WH_C,West,2025-01-04,2025-01-06,4,5,1
500313,100273,SKU0075,WH_A,East,2025-01-06,2025-01-10,8,2,0
500314,100274,SKU0094,WH_C,West,2025-01-02,2025-01-07,5,1,0
500315,100274,SKU0094,WH_C,West,2025-01-03,2025-01-06,4,1,1
500316,100275,SKU0064,WH_B,Central,2025-01-02,2025-01-03,1,2,1
500317,100276,SKU0054,WH_C,West,2025-01-03,2025-01-04,2,3,1
500318,100277,SKU0072,WH_C,West,2025-01-02,2025-01-03,1,2,1
500319,100278,SKU0008,WH_A,East,2025-01-04,2025-01-06,4,3,1
500320,100279,SKU0037,WH_A,East,2025-01-03,2025-01-07,5,1,0
500321,100280,SKU0031,WH_C,West,2025-01-02,2025-01-03,1,1,1
500322,100281,SKU0007,WH_C,West,2025-01-02,2025-01-08,6,1,0
500323,100281,SKU0007,WH_C,West,2025-01-02,2025-01-04,2,9,1
500324,100282,SKU0069,WH_C,West,2025-01-03,2025-01-04,2,10,1
500325,100283,SKU0093,WH_A,East,2025-01-03,2025-01-04,2,1,1
500326,100283,SKU0093,WH_A,East,2025-01-02,2025-01-03,1,2,1
500327,100284,SKU0010,WH_B,Central,2025-01-02,2025-01-04,2,1,1
500328,100285,SKU0071,WH_B,Central,2025-01-02,2025-01-06,4,6,0
500329,100286,SKU0001,WH_B,Central,2025-01-02,2025-01-05,3,1,1
500330,100287,SKU0010,WH_C,West,2025-01-02,2025-01-03,1,6,1
500331,100288,SKU0066,WH_B,Central,2025-01-03,2025-01-05,3,1,1
500332,100289,SKU0042,WH_B,Central,2025-01-02,2025-01-04,2,8,1
500333,100290,SKU0024,WH_B,Central,2025-01-02,2025-01-03,1,4,1
500334,100291,SKU0009,WH_A,East,2025-01-03,2025-01-05,3,1,1
500335,100292,SKU0042,WH_A,East,2025-01-02,2025-01-04,2,3,1
500336,100293,SKU0066,WH_A,East,2025-01-02,2025-01-04,2,2,1
500337,100294,SKU0002,WH_C,West,2025-01-02,2025-01-06,4,1,0
500338,100295,SKU0094,WH_B,Central,2025-01-02,2025-01-04,2,1,1
500339,100295,SKU0094,WH_B,Central,2025-01-03,2025-01-04,2,0,1
500340,100296,SKU0053,WH_B,Central,2025-01-04,2025-01-07,5,1,1
500341,100297,SKU0042,WH_C,West,2025-01-02,2025-01-03,1,1,1
500342,100297,SKU0042,WH_C,West,2025-01-02,2025-01-06,4,0,0
500343,100298,SKU0031,WH_A,East,2025-01-02,2025-01-03,1,1,1
500344,100299,SKU0089,WH_B,Central,2025-01-02,2025-01-03,1,3,1
500345,100300,SKU0061,WH_A,East,2025-01-02,2025-01-06,4,9,0
500346,100301,SKU0055,WH_B,Central,2025-01-03,2025-01-06,4,1,1
500347,100301,SKU0055,WH_B,Central,2025-01-04,2025-01-05,3,1,1
500348,100302,SKU0064,WH_A,East,2025-01-05,2025-01-06,4,1,1
500349,100303,SKU0019,WH_A,East,2025-01-02,2025-01-03,1,1,1
500350,100304,SKU0046,WH_C,West,2025-01-03,2025-01-04,2,2,1
500351,100305,SKU0054,WH_C,West,2025-01-03,2025-01-05,3,1,1
500352,100306,SKU0065,WH_B,Central,2025-01-03,2025-01-06,4,4,1
