order_id,order_date,warehouse_id,region,sku_id,category,qty_ordered,unit_price
100044,2025-01-01,WH_C,West,SKU0036,Housewares,1,133.33
100045,2025-01-01,WH_A,East,SKU0033,Housewares,3,214.45
100046,2025-01-01,WH_B,Central,SKU0036,Housewares,3,99.18
100047,2025-01-01,WH_B,Central,SKU0062,Housewares,4,225.11
100048,2025-01-01,WH_A,East,SKU0004,Hardware,1,6.1
100049,2025-01-01,WH_A,East,SKU0017,Hardware,6,45.53
100050,2025-01-01,WH_C,West,SKU0009,Hardware,1,80.38
100051,2025-01-01,WH_A,East,SKU0014,Electronics,1,200.85
100052,2025-01-01,WH_C,West,SKU0095,Electronics,1,16.96
100053,2025-01-01,WH_A,East,SKU0013,Electronics,3,169.45
100054,2025-01-01,WH_B,Central,SKU0046,Hardware,5,102.72
100055,2025-01-01,WH_C,West,SKU0027,Electronics,1,140.5
100056,2025-01-01,WH_B,Central,SKU0047,Electronics,1,9.18
100057,2025-01-01,WH_A,East,SKU0098,Housewares,4,103.84
100058,2025-01-01,WH_B,Central,SKU0082,Hardware,2,167.4
100059,2025-01-01,WH_C,West,SKU0082,Hardware,1,17.53
100060,2025-01-01,WH_C,West,SKU0085,Hardware,1,52.61
100061,2025-01-01,WH_A,East,SKU0020,Electronics,11,186.18
100062,2025-01-01,WH_A,East,SKU0024,Electronics,1,20.53
100063,2025-01-01,WH_B,Central,SKU0094,Hardware,1,204.16
100064,2025-01-01,WH_A,East,SKU0091,Electronics,8,12.68
100065,2025-01-01,WH_A,East,SKU0056,Housewares,7,98.24
100066,2025-01-01,WH_B,Central,SKU0033,Housewares,1,30.05
100067,2025-01-01,WH_B,Central,SKU0038,Housewares,4,119.88
100068,2025-01-01,WH_C,West,SKU0083,Housewares,5,60.41
100069,2025-01-01,WH_B,Central,SKU0018,Housewares,3,33.94
100070,2025-01-01,WH_C,West,SKU0084,Office,1,37.68
100071,2025-01-01,WH_C,West,SKU0037,Sports,4,165.63
100072,2025-01-01,WH_A,East,SKU0029,Sports,1,99.27
100073,2025-01-01,WH_A,East,SKU0008,Electronics,4,74.99
100074,2025-01-01,WH_C,West,SKU0064,Sports,7,229.08
100075,2025-01-01,WH_C,West,SKU0100,Office,2,159.83
100076,2025-01-01,WH_B,Central,SKU0067,Hardware,3,68.32
100077,2025-01-01,WH_A,East,SKU0037,Sports,1,38.31
100078,2025-01-01,WH_C,West,SKU0026,Hardware,7,182.34
100079,2025-01-01,WH_C,West,SKU0037,Sports,1,139.6
100080,2025-01-01,WH_B,Central,SKU0037,Sports,1,204.75
100081,2025-01-01,WH_C,West,SKU0007,Office,1,162.82
100082,2025-01-01,WH_A,East,SKU0081,Housewares,1,141.9
100083,2025-01-01,WH_A,East,SKU0076,Hardware,1,45.4
100084,2025-01-01,WH_B,Central,SKU0098,Housewares,2,161.47
100085,2025-01-01,WH_A,East,SKU0018,Housewares,12,168.93
100086,2025-01-01,WH_A,East,SKU0068,Electronics,2,228.59
100087,2025-01-01,WH_C,West,SKU0061,Office,5,139.44
100088,2025-01-01,WH_A,East,SKU0052,Hardware,2,235.78
100089,2025-01-01,WH_C,West,SKU0099,Office,2,179.88
100090,2025-01-01,WH_A,East,SKU0012,Housewares,1,180.98
100091,2025-01-01,WH_B,Central,SKU0022,Sports,1,33.31
100092,2025-01-01,WH_C,West,SKU0022,Sports,5,174.34
100093,2025-01-01,WH_C,West,SKU0065,Sports,1,110.7
100094,2025-01-01,WH_C,West,SKU0035,Hardware,1,7.34
100095,2025-01-01,WH_A,East,SKU0082,Hardware,1,41.36
100096,2025-01-01,WH_C,West,SKU0099,Office,1,209.29
100097,2025-01-01,WH_C,West,SKU0043,Hardware,1,27.48
100098,2025-01-01,WH_C,West,SKU0001,Housewares,6,187.56
100099,2025-01-01,WH_C,West,SKU0052,Hardware,1,24.49
100100,2025-01-01,WH_C,West,SKU0025,Office,3,95.73
100101,2025-01-01,WH_C,West,SKU0051,Hardware,3,104.09
100102,2025-01-01,WH_A,East,SKU0046,Hardware,10,175.13
100103,2025-01-01,WH_C,West,SKU0008,Electronics,1,85.97
100104,2025-01-01,WH_A,East,SKU0026,Hardware,2,39.76
100105,2025-01-01,WH_B,Central,SKU0068,Electronics,1,24.43
100106,2025-01-01,WH_C,West,SKU0051,Hardware,2,159.9
100107,2025-01-01,WH_C,West,SKU0002,Electronics,1,167.96
100108,2025-01-01,WH_C,West,SKU0054,Office,2,235.27
100109,2025-01-01,WH_A,East,SKU0067,Hardware,5,236.09
100110,2025-01-01,WH_C,West,SKU0035,Hardware,10,113.0
100111,2025-01-01,WH_B,Central,SKU0077,Office,2,74.0
100112,2025-01-01,WH_A,East,SKU0036,Housewares,2,41.93
100113,2025-01-01,WH_A,East,SKU0041,Sports,3,11.11
100114,2025-01-01,WH_B,Central,SKU0063,Housewares,1,55.98
100115,2025-01-01,WH_C,West,SKU0010,Electronics,8,40.5
100116,2025-01-01,WH_C,West,SKU0073,Office,6,35.47
100117,2025-01-01,WH_B,Central,SKU0046,Hardware,3,83.37
100118,2025-01-01,WH_A,East,SKU0016,Housewares,1,249.58
100119,2025-01-01,WH_A,East,SKU0001,Housewares,1,54.63
100120,2025-01-01,WH_B,Central,SKU0054,Office,2,186.48
100121,2025-01-01,WH_C,West,SKU0023,Hardware,12,176.85
100122,2025-01-01,WH_A,East,SKU0079,Hardware,2,105.24
100123,2025-01-01,WH_A,East,SKU0084,Office,2,152.2
100124,2025-01-01,WH_A,East,SKU0002,Electronics,1,169.45
100125,2025-01-01,WH_A,East,SKU0068,Electronics,1,125.04
100126,2025-01-01,WH_C,West,SKU0099,Office,1,81.64
100127,2025-01-01,WH_A,East,SKU0074,Hardware,2,20.8
100128,2025-01-01,WH_C,West,SKU0058,Sports,1,37.0
100129,2025-01-01,WH_B,Central,SKU0005,Sports,1,53.48
100130,2025-01-01,WH_A,East,SKU0050,Hardware,4,114.48
100131,2025-01-01,WH_C,West,SKU0086,Hardware,1,162.86
100132,2025-01-01,WH_C,West,SKU0059,Electronics,3,5.86
100133,2025-01-01,WH_A,East,SKU0024,Electronics,5,247.17
100134,2025-01-01,WH_B,Central,SKU0074,Hardware,1,164.51
100135,2025-01-01,WH_C,West,SKU0095,Electronics,1,17.01
100136,2025-01-01,WH_B,Central,SKU0016,Housewares,1,212.37
100137,2025-01-01,WH_A,East,SKU0003,Hardware,3,114.23
100138,2025-01-01,WH_C,West,SKU0037,Sports,1,119.18
100139,2025-01-01,WH_C,West,SKU0071,Hardware,1,220.04
100140,2025-01-01,WH_B,Central,SKU0073,Office,2,123.57
100141,2025-01-01,WH_B,Central,SKU0015,Housewares,1,234.28
100142,2025-01-01,WH_B,Central,SKU0061,Office,3,40.48
100143,2025-01-01,WH_C,West,SKU0080,Hardware,1,75.65
100144,2025-01-01,WH_C,West,SKU0045,Electronics,12,106.77
100145,2025-01-01,WH_C,West,SKU0084,Office,1,105.75
100146,2025-01-01,WH_B,Central,SKU0060,Hardware,1,151.9
100147,2025-01-01,WH_A,East,SKU0078,Housewares,1,13.81
100148,2025-01-01,WH_C,West,SKU0003,Hardware,1,74.37
100149,2025-01-01,WH_B,Central,SKU0008,Electronics,1,209.44
100150,2025-01-01,WH_C,West,SKU0051,Hardware,1,12.72
100151,2025-01-01,WH_B,Central,SKU0055,Housewares,4,217.88
100152,2025-01-01,WH_C,West,SKU0019,Sports,2,74.81
100153,2025-01-01,WH_A,East,SKU0095,Electronics,4,7.18
100154,2025-01-01,WH_B,Central,SKU0085,Hardware,7,217.06
100155,2025-01-01,WH_C,West,SKU0019,Sports,2,73.01
100156,2025-01-01,WH_B,Central,SKU0051,Hardware,1,249.96
100157,2025-01-01,WH_A,East,SKU0052,Hardware,4,87.98
100158,2025-01-01,WH_B,Central,SKU0086,Hardware,1,161.63
100159,2025-01-01,WH_C,West,SKU0057,Electronics,13,178.23
100160,2025-01-01,WH_B,Central,SKU0064,Sports,1,103.56
100161,2025-01-01,WH_B,Central,SKU0077,Office,1,228.48
100162,2025-01-01,WH_C,West,SKU0041,Sports,1,184.68
100163,2025-01-01,WH_A,East,SKU0070,Hardware,1,36.46
100164,2025-01-01,WH_A,East,SKU0046,Hardware,3,211.65
100165,2025-01-01,WH_A,East,SKU0087,Office,1,107.49
100166,2025-01-01,WH_C,West,SKU0032,Sports,2,200.09
100167,2025-01-01,WH_A,East,SKU0065,Sports,2,28.38
100168,2025-01-01,WH_A,East,SKU0021,Sports,2,221.73
100169,2025-01-01,WH_B,Central,SKU0010,Electronics,6,148.33
100170,2025-01-01,WH_B,Central,SKU0064,Sports,16,30.76
100171,2025-01-01,WH_C,West,SKU0053,Hardware,1,194.91
100172,2025-01-01,WH_B,Central,SKU0006,Sports,1,243.32
100173,2025-01-01,WH_B,Central,SKU0088,Housewares,1,90.78
100174,2025-01-01,WH_B,Central,SKU0004,Hardware,1,75.56
100175,2025-01-01,WH_C,West,SKU0099,Office,2,110.19
100176,2025-01-01,WH_B,Central,SKU0005,Sports,1,203.24
100177,2025-01-01,WH_C,West,SKU0090,Electronics,1,209.49
100178,2025-01-01,WH_C,West,SKU0089,Electronics,1,126.5
100179,2025-01-01,WH_A,East,SKU0021,Sports,1,144.8
100180,2025-01-02,WH_A,East,SKU0040,Housewares,4,247.38
100181,2025-01-02,WH_B,Central,SKU0054,Office,1,140.68
100182,2025-01-02,WH_B,Central,SKU0050,Hardware,1,249.74
100183,2025-01-02,WH_A,East,SKU0005,Sports,4,102.29
100184,2025-01-02,WH_C,West,SKU0080,Hardware,1,65.26
100185,2025-01-02,WH_A,East,SKU0078,Housewares,4,212.08
100186,2025-01-02,WH_B,Central,SKU0048,Hardware,10,143.63
100187,2025-01-02,WH_A,East,SKU0058,Sports,3,114.28
100188,2025-01-02,WH_B,Central,SKU0055,Housewares,2,90.44
100189,2025-01-02,WH_A,East,SKU0068,Electronics,4,10.56
100190,2025-01-02,WH_C,West,SKU0019,Sports,1,180.45
100191,2025-01-02,WH_B,Central,SKU0076,Hardware,8,159.9
100192,2025-01-02,WH_C,West,SKU0018,Housewares,3,206.86
100193,2025-01-02,WH_C,West,SKU0065,Sports,1,31.49
100194,2025-01-02,WH_B,Central,SKU0062,Housewares,8,234.95
100195,2025-01-02,WH_C,West,SKU0093,Sports,1,58.21
100196,2025-01-02,WH_B,Central,SKU0009,Hardware,6,178.56
100197,2025-01-02,WH_B,Central,SKU0099,Office,1,31.39
100198,2025-01-02,WH_B,Central,SKU0043,Hardware,12,14.34
100199,2025-01-02,WH_B,Central,SKU0100,Office,1,139.38
100200,2025-01-02,WH_B,Central,SKU0058,Sports,1,61.85
100201,2025-01-02,WH_B,Central,SKU0045,Electronics,1,71.04
100202,2025-01-02,WH_C,West,SKU0014,Electronics,4,127.57
100203,2025-01-02,WH_A,East,SKU0003,Hardware,1,81.71
100204,2025-01-02,WH_C,West,SKU0096,Hardware,1,17.1
100205,2025-01-02,WH_A,East,SKU0077,Office,3,32.66
100206,2025-01-02,WH_A,East,SKU0066,Sports,1,211.38
100207,2025-01-02,WH_B,Central,SKU0039,Office,1,89.71
100208,2025-01-02,WH_A,East,SKU0053,Hardware,6,216.89
100209,2025-01-02,WH_C,West,SKU0034,Office,6,145.12
100210,2025-01-02,WH_A,East,SKU0094,Hardware,9,205.65
100211,2025-01-02,WH_A,East,SKU0096,Hardware,1,159.24
100212,2025-01-02,WH_B,Central,SKU0081,Housewares,1,140.08
100213,2025-01-02,WH_C,West,SKU0038,Housewares,1,74.47
100214,2025-01-02,WH_A,East,SKU0022,Sports,1,92.76
100215,2025-01-02,WH_C,West,SKU0038,Housewares,1,152.09
100216,2025-01-02,WH_C,West,SKU0015,Housewares,1,199.1
100217,2025-01-02,WH_B,Central,SKU0024,Electronics,2,161.32
100218,2025-01-02,WH_A,East,SKU0015,Housewares,1,204.46
100219,2025-01-02,WH_B,Central,SKU0100,Office,2,216.28
100220,2025-01-02,WH_C,West,SKU0074,Hardware,1,98.26
100221,2025-01-02,WH_A,East,SKU0048,Hardware,1,57.8
100222,2025-01-02,WH_B,Central,SKU0005,Sports,1,224.17
100223,2025-01-02,WH_C,West,SKU0044,Hardware,2,85.94
100224,2025-01-02,WH_C,West,SKU0024,Electronics,4,9.82
100225,2025-01-02,WH_C,West,SKU0053,Hardware,1,152.2
100226,2025-01-02,WH_A,East,SKU0017,Hardware,2,153.85
100227,2025-01-02,WH_A,East,SKU0055,Housewares,1,87.58
100228,2025-01-02,WH_C,West,SKU0046,Hardware,8,243.62
100229,2025-01-02,WH_B,Central,SKU0003,Hardware,1,162.9
100230,2025-01-02,WH_C,West,SKU0048,Hardware,1,95.29
100231,2025-01-02,WH_C,West,SKU0084,Office,4,127.79
100232,2025-01-02,WH_B,Central,SKU0073,Office,5,159.04
100233,2025-01-02,WH_C,West,SKU0046,Hardware,2,13.3
100234,2025-01-02,WH_A,East,SKU0077,Office,4,244.58
100235,2025-01-02,WH_C,West,SKU0064,Sports,1,43.85
100236,2025-01-02,WH_B,Central,SKU0075,Sports,11,76.08
100237,2025-01-02,WH_C,West,SKU0038,Housewares,1,23.95
100238,2025-01-02,WH_A,East,SKU0045,Electronics,1,58.06
100239,2025-01-02,WH_C,West,SKU0023,Hardware,2,141.66
100240,2025-01-02,WH_B,Central,SKU0040,Housewares,2,148.04
100241,2025-01-02,WH_B,Central,SKU0073,Office,2,201.51
100242,2025-01-02,WH_C,West,SKU0076,Hardware,8,71.09
100243,2025-01-02,WH_C,West,SKU0077,Office,1,109.15
100244,2025-01-02,WH_C,West,SKU0098,Housewares,1,221.41
100245,2025-01-02,WH_B,Central,SKU0003,Hardware,1,139.58
100246,2025-01-02,WH_B,Central,SKU0062,Housewares,1,140.55
100247,2025-01-02,WH_A,East,SKU0084,Office,1,193.36
100248,2025-01-02,WH_B,Central,SKU0083,Housewares,9,80.21
100249,2025-01-02,WH_C,West,SKU0029,Sports,1,114.76
100250,2025-01-02,WH_A,East,SKU0041,Sports,2,51.3
100251,2025-01-02,WH_B,Central,SKU0078,Housewares,4,53.64
100252,2025-01-02,WH_C,West,SKU0029,Sports,1,133.44
100253,2025-01-02,WH_C,West,SKU0020,Electronics,1,176.07
100254,2025-01-02,WH_B,Central,SKU0003,Hardware,1,205.26
100255,2025-01-02,WH_A,East,SKU0055,Housewares,1,143.74
100256,2025-01-02,WH_A,East,SKU0047,Electronics,1,40.94
100257,2025-01-02,WH_B,Central,SKU0003,Hardware,2,67.59
100258,2025-01-02,WH_B,Central,SKU0077,Office,1,122.47
100259,2025-01-02,WH_B,Central,SKU0027,Electronics,1,199.88
100260,2025-01-02,WH_C,West,SKU0082,Hardware,8,110.81
100261,2025-01-02,WH_A,East,SKU0044,Hardware,7,221.26
100262,2025-01-02,WH_C,West,SKU0072,Office,1,47.48
100263,2025-01-02,WH_A,East,SKU0022,Sports,1,133.84
100264,2025-01-02,WH_B,Central,SKU0009,Hardware,1,81.67
100265,2025-01-02,WH_C,West,SKU0082,Hardware,1,174.17
100266,2025-01-02,WH_A,East,SKU0064,Sports,1,179.09
100267,2025-01-02,WH_B,Central,SKU0085,Hardware,7,192.06
100268,2025-01-02,WH_B,Central,SKU0017,Hardware,1,26.43
100269,2025-01-02,WH_C,West,SKU0096,Hardware,2,239.32
100270,2025-01-02,WH_C,West,SKU0096,Hardware,5,142.87
100271,2025-01-02,WH_B,Central,SKU0087,Office,1,179.89
100272,2025-01-02,WH_C,West,SKU0091,Electronics,5,234.09
100273,2025-01-02,WH_A,East,SKU0075,Sports,2,131.04
100274,2025-01-02,WH_C,West,SKU0094,Hardware,2,236.1
100275,2025-01-02,WH_B,Central,SKU0064,Sports,2,68.11
100276,2025-01-02,WH_C,West,SKU0054,Office,3,220.54
100277,2025-01-02,WH_C,West,SKU0072,Office,2,128.16
100278,2025-01-02,WH_A,East,SKU0008,Electronics,3,166.94
100279,2025-01-02,WH_A,East,SKU0037,Sports,1,182.7
100280,2025-01-02,WH_C,West,SKU0031,Sports,1,235.52
100281,2025-01-02,WH_C,West,SKU0007,Office,10,114.94
100282,2025-01-02,WH_C,West,SKU0069,Hardware,10,81.15
100283,2025-01-02,WH_A,East,SKU0093,Sports,3,23.39
100284,2025-01-02,WH_B,Central,SKU0010,Electronics,1,216.81
100285,2025-01-02,WH_B,Central,SKU0071,Hardware,6,135.49
100286,2025-01-02,WH_B,Central,SKU0001,Housewares,1,115.5
100287,2025-01-02,WH_C,West,SKU0010,Electronics,6,56.69
100288,2025-01-02,WH_B,Central,SKU0066,Sports,1,197.43
100289,2025-01-02,WH_B,Central,SKU0042,Electronics,8,27.77
100290,2025-01-02,WH_B,Central,SKU0024,Electronics,4,163.04
100291,2025-01-02,WH_A,East,SKU0009,Hardware,1,190.18
100292,2025-01-02,WH_A,East,SKU0042,Electronics,3,39.8
100293,2025-01-02,WH_A,East,SKU0066,Sports,2,190.78
100294,2025-01-02,WH_C,West,SKU0002,Electronics,1,118.38
100295,2025-01-02,WH_B,Central,SKU0094,Hardware,1,80.17
100296,2025-01-02,WH_B,Central,SKU0053,Hardware,1,128.74
100297,2025-01-02,WH_C,West,SKU0042,Electronics,1,98.87
100298,2025-01-02,WH_A,East,SKU0031,Sports,1,187.78
100299,2025-01-02,WH_B,Central,SKU0089,Electronics,3,28.26
100300,2025-01-02,WH_A,East,SKU0061,Office,9,187.45
100301,2025-01-02,WH_B,Central,SKU0055,Housewares,2,122.04
100302,2025-01-02,WH_A,East,SKU0064,Sports,1,240.69
100303,2025-01-02,WH_A,East,SKU0019,Sports,1,174.66
100304,2025-01-02,WH_C,West,SKU0046,Hardware,2,226.13
100305,2025-01-02,WH_C,West,SKU0054,Office,1,132.07
100306,2025-01-02,WH_B,Central,SKU0065,Sports,4,16.65
100307,2025-01-02,WH_C,West,SKU0049,Housewares,1,56.86
100308,2025-01-02,WH_B,Central,SKU0069,Hardware,1,6.58
100309,2025-01-02,WH_B,Central,SKU0009,Hardware,2,200.0
100310,2025-01-02,WH_A,East,SKU0039,Office,9,113.02
100311,2025-01-02,WH_C,West,SKU0017,Hardware,1,216.66
100312,2025-01-02,WH_B,Central,SKU0025,Office,5,158.09
100313,2025-01-02,WH_A,East,SKU0083,Housewares,1,227.59
100314,2025-01-02,WH_A,East,SKU0068,Electronics,1,15.69
100315,2025-01-02,WH_C,West,SKU0062,Housewares,4,143.1
100316,2025-01-02,WH_C,West,SKU0097,Office,1,169.37
100317,2025-01-02,WH_C,West,SKU0080,Hardware,4,211.91
100318,2025-01-02,WH_C,West,SKU0036,Housewares,1,11.27
100319,2025-01-02,WH_B,Central,SKU0010,Electronics,2,214.74
100320,2025-01-02,WH_C,West,SKU0038,Housewares,1,108.18
100321,2025-01-02,WH_A,East,SKU0074,Hardware,1,8.27
100322,2025-01-02,WH_A,East,SKU0006,Sports,6,38.09
100323,2025-01-02,WH_A,East,SKU0092,Housewares,4,89.92
100324,2025-01-02,WH_B,Central,SKU0072,Office,1,235.55
100325,2025-01-02,WH_B,Central,SKU0071,Hardware,3,173.3
100326,2025-01-02,WH_B,Central,SKU0097,Office,4,88.53
100327,2025-01-02,WH_C,West,SKU0071,Hardware,2,71.2
100328,2025-01-02,WH_A,East,SKU0063,Housewares,5,151.83
100329,2025-01-02,WH_B,Central,SKU0081,Housewares,1,225.44
100330,2025-01-02,WH_B,Central,SKU0030,Housewares,2,126.28
100331,2025-01-02,WH_C,West,SKU0093,Sports,1,227.9
100332,2025-01-02,WH_C,West,SKU0082,Hardware,9,142.84
100333,2025-01-02,WH_C,West,SKU0091,Electronics,1,93.09
100334,2025-01-02,WH_B,Central,SKU0044,Hardware,1,145.76
100335,2025-01-02,WH_A,East,SKU0077,Office,1,230.2
100336,2025-01-02,WH_C,West,SKU0072,Office,1,187.65
100337,2025-01-02,WH_B,Central,SKU0040,Housewares,1,60.39
100338,2025-01-02,WH_A,East,SKU0080,Hardware,2,192.46
100339,2025-01-02,WH_B,Central,SKU0098,Housewares,3,62.27
100340,2025-01-02,WH_C,West,SKU0006,Sports,1,217.86
100341,2025-01-02,WH_A,East,SKU0064,Sports,3,179.61
100342,2025-01-02,WH_A,East,SKU0094,Hardware,1,199.04
100343,2025-01-02,WH_B,Central,SKU0057,Electronics,1,103.34
100344,2025-01-02,WH_B,Central,SKU0033,Housewares,1,34.74
100345,2025-01-02,WH_C,West,SKU0070,Hardware,1,9.15
100346,2025-01-02,WH_B,Central,SKU0050,Hardware,1,182.63
100347,2025-01-02,WH_C,West,SKU0092,Housewares,9,24.26
100348,2025-01-02,WH_B,Central,SKU0025,Office,1,126.06
100349,2025-01-02,WH_C,West,SKU0030,Housewares,1,33.62
100350,2025-01-02,WH_B,Central,SKU0010,Electronics,1,147.28
100351,2025-01-02,WH_A,East,SKU0039,Office,5,249.46
100352,2025-01-02,WH_C,West,SKU0054,Office,4,59.23
100353,2025-01-02,WH_B,Central,SKU0025,Office,4,136.6
100354,2025-01-02,WH_A,East,SKU0029,Sports,1,234.25
100355,2025-01-02,WH_A,East,SKU0061,Office,3,172.01
100356,2025-01-02,WH_A,East,SKU0040,Housewares,1,216.94
100357,2025-01-02,WH_B,Central,SKU0031,Sports,4,78.24
100358,2025-01-02,WH_C,West,SKU0061,Office,1,18.1
100359,2025-01-02,WH_C,West,SKU0018,Housewares,1,168.81
100360,2025-01-02,WH_C,West,SKU0011,Hardware,1,231.27
100361,2025-01-02,WH_B,Central,SKU0057,Electronics,5,90.48
100362,2025-01-02,WH_B,Central,SKU0056,Housewares,1,85.18
100363,2025-01-02,WH_A,East,SKU0053,Hardware,1,12.7
100364,2025-01-02,WH_B,Central,SKU0014,Electronics,1,236.04
100365,2025-01-02,WH_A,East,SKU0021,Sports,7,203.41
100366,2025-01-02,WH_B,Central,SKU0093,Sports,2,214.77
100367,2025-01-02,WH_C,West,SKU0010,Electronics,2,49.14
100368,2025-01-02,WH_B,Central,SKU0096,Hardware,3,230.56
100369,2025-01-02,WH_C,West,SKU0047,Electronics,1,66.6
100370,2025-01-02,WH_A,East,SKU0023,Hardware,1,29.26
100371,2025-01-02,WH_B,Central,SKU0080,Hardware,1,99.08
100372,2025-01-02,WH_C,West,SKU0098,Housewares,8,215.77
100373,2025-01-02,WH_C,West,SKU0027,Electronics,8,34.54
100374,2025-01-02,WH_C,West,SKU0043,Hardware,1,31.92
100375,2025-01-02,WH_A,East,SKU0085,Hardware,7,43.58
100376,2025-01-02,WH_B,Central,SKU0041,Sports,2,60.76
100377,2025-01-02,WH_A,East,SKU0052,Hardware,1,25.73
100378,2025-01-02,WH_B,Central,SKU0077,Office,3,49.68
100379,2025-01-02,WH_B,Central,SKU0018,Housewares,1,97.43
100380,2025-01-02,WH_A,East,SKU0008,Electronics,3,120.0
100381,2025-01-02,WH_B,Central,SKU0038,Housewares,8,111.37
100382,2025-01-02,WH_A,East,SKU0063,Housewares,1,136.35
100383,2025-01-02,WH_B,Central,SKU0027,Electronics,1,197.85
100384,2025-01-02,WH_C,West,SKU0072,Office,8,209.89
100385,2025-01-02,WH_A,East,SKU0001,Housewares,1,57.95
100386,2025-01-02,WH_B,Central,SKU0081,Housewares,7,99.56
100387,2025-01-02,WH_C,West,SKU0069,Hardware,4,247.43
100388,2025-01-02,WH_B,Central,SKU0096,Hardware,2,122.57
100389,2025-01-02,WH_B,Central,SKU0042,Electronics,3,52.51
100390,2025-01-02,WH_A,East,SKU0052,Hardware,2,81.52
100391,2025-01-02,WH_A,East,SKU0055,Housewares,1,154.48
100392,2025-01-02,WH_B,Central,SKU0018,Housewares,2,191.49
100393,2025-01-02,WH_C,West,SKU0050,Hardware,6,58.99
100394,2025-01-02,WH_B,Central,SKU0020,Electronics,4,95.01
100395,2025-01-02,WH_B,Central,SKU0055,Housewares,2,213.31
100396,2025-01-02,WH_A,East,SKU0088,Housewares,1,152.24
100397,2025-01-02,WH_A,East,SKU0026,Hardware,1,198.69
100398,2025-01-02,WH_C,West,SKU0083,Housewares,3,193.56
100399,2025-01-02,WH_A,East,SKU0055,Housewares,1,177.57
100400,2025-01-02,WH_B,Central,SKU0088,Housewares,2,116.89
100401,2025-01-02,WH_C,West,SKU0088,Housewares,1,86.24
100402,2025-01-02,WH_B,Central,SKU0031,Sports,1,46.54
100403,2025-01-02,WH_B,Central,SKU0071,Hardware,1,212.85
100404,2025-01-02,WH_C,West,SKU0041,Sports,5,212.32
100405,2025-01-02,WH_B,Central,SKU0010,Electronics,5,59.23
100406,2025-01-02,WH_A,East,SKU0058,Sports,2,227.42
100407,2025-01-02,WH_A,East,SKU0066,Sports,4,5.45
100408,2025-01-02,WH_C,West,SKU0078,Housewares,1,7.61
100409,2025-01-02,WH_B,Central,SKU0057,Electronics,1,111.76
100410,2025-01-02,WH_B,Central,SKU0089,Electronics,6,165.32
